"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"7214","sub-014",48,"Generosity","Concrete","New",1,601.079558198632
"3313","sub-014",49,"Park","Abstract","Old",1,598.61654905117
"4813","sub-014",50,"Table","Abstract","Old",1,372.880321266326
"3214","sub-014",51,"School","Abstract","Old",1,581.981708511386
"8813","sub-014",52,"House","Concrete","New",1,489.645881547813
"6913","sub-014",53,"Gratitude","Concrete","New",1,489.750981781507
"7513","sub-014",54,"Determination","Concrete","Old",1,681.725086023174
"970","sub-014",55,"Peace","Abstract","Old",1,608.776410763197
"8117","sub-014",56,"Shoe","Concrete","Old",1,686.311692889742
"9013","sub-014",57,"Book","Concrete","New",0,673.317789774661
"3117","sub-014",58,"Shoe","Abstract","Old",1,419.604088437734
"6713","sub-014",59,"Respect","Concrete","New",1,454.458888352072
"1613","sub-014",60,"Loyalty","Abstract","New",1,796.724749272426
"1117","sub-014",61,"Love","Abstract","New",1,713.547582196824
"6215","sub-014",62,"Ambition","Concrete","Old",1,605.60748229782
"9613","sub-014",63,"Tree","Concrete","New",0,271.795576323506
"1313","sub-014",64,"Success","Abstract","New",1,584.658312518844
"1913","sub-014",65,"Gratitude","Abstract","New",1,247.944981601355
"8713","sub-014",66,"Phone","Concrete","Old",1,430.726840704604
"9513","sub-014",67,"Train","Concrete","New",0,414.25331808385
"5117","sub-014",68,"Integrity","Concrete","Old",1,241.985571750789
"2713","sub-014",69,"Beach","Abstract","Old",1,387.136415156455
"5613","sub-014",70,"Courage","Concrete","Old",1,623.335137638302
"9413","sub-014",71,"Lamp","Concrete","Old",0,308.857707945313
"4613","sub-014",72,"Tree","Abstract","New",1,304.407591580714
"4314","sub-014",73,"River","Abstract","New",1,628.918294805157
"5214","sub-014",74,"Happiness","Concrete","New",1,314.608920443404
"4913","sub-014",75,"Boat","Abstract","New",1,797.539231695353
"3513","sub-014",76,"Apple","Abstract","Old",1,795.108962271351
"6313","sub-014",77,"Success","Concrete","New",1,760.17810492596
"6813","sub-014",78,"Knowledge","Concrete","Old",1,73.5680819147238
"2313","sub-014",79,"Faith","Abstract","New",1,462.011309969209
"5713","sub-014",80,"Humility","Concrete","Old",1,334.750094445841
"8613","sub-014",81,"Car","Concrete","New",1,618.954413481282
"1513","sub-014",82,"Creativity","Abstract","New",1,313.589155203516
"8413","sub-014",83,"Bridge","Concrete","New",1,394.6564658828
"9215","sub-014",84,"Chair","Concrete","Old",0,513.474041652483
"10013","sub-014",85,"Dog","Concrete","New",0,715.192364593886
"9713","sub-014",86,"Road","Concrete","New",0,439.739806459555
"2215","sub-014",87,"Generosity","Abstract","New",1,532.892449152178
"3413","sub-014",88,"Bridge","Abstract","New",1,547.451106228843
"5913","sub-014",89,"Peace","Concrete","Old",1,282.28573711748
"7117","sub-014",90,"Friendship","Concrete","Old",1,508.668072986382
"3813","sub-014",91,"House","Abstract","New",1,631.952694192574
"2117","sub-014",92,"Friendship","Abstract","Old",1,676.746501747465
"4013","sub-014",93,"Book","Abstract","New",1,687.303045360778
"5813","sub-014",94,"Patience","Concrete","New",1,461.652692948795
"1813","sub-014",95,"Knowledge","Abstract","Old",1,499.365614595759
"6513","sub-014",96,"Creativity","Concrete","New",1,507.658606491306
"470","sub-014",97,"Freedom","Abstract","New",1,473.944087845799
"4513","sub-014",98,"Train","Abstract","New",1,780.272653892789
"7313","sub-014",99,"Faith","Concrete","New",1,616.834199520756
"5413","sub-014",100,"Freedom","Concrete","New",1,594.901080101301
