"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"298","sub-009",89,"School","Abstract","New",1,186.119880869116
"478","sub-009",90,"Car","Abstract","Old",1,505.692394073577
"668","sub-009",91,"Generosity","Concrete","New",1,887.843652991148
"788","sub-009",92,"River","Concrete","Old",1,749.133461485028
"968","sub-009",93,"Beach","Concrete","New",0,519.034777966909
"208","sub-009",94,"Trust","Abstract","Old",1,510.848084838564
"558","sub-009",95,"Patience","Concrete","Old",1,600.201987364532
"5112","sub-009",96,"Ambition","Concrete","Old",1,500.416137297397
"9112","sub-009",97,"Hospital","Concrete","Old",0,210.816356584724
"730","sub-009",98,"Courage","Abstract","New",1,880.516815353398
"278","sub-009",99,"Apple","Abstract","Old",1,432.27589987648
"368","sub-009",100,"Chair","Abstract","New",1,596.649404295298
