"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"62","sub-001",67,"Ambition","Concrete","New",1,848.097010707563
"54","sub-001",68,"Faith","Concrete","Old",1,342.537661832006
"51","sub-001",69,"Justice","Concrete","Old",1,596.481871334101
"24","sub-001",70,"Humility","Abstract","Old",1,676.517199977289
"65","sub-001",71,"Courage","Concrete","Old",1,412.01827413883
"70","sub-001",72,"Friendship","Concrete","Old",1,608.768189719501
"15","sub-001",73,"Courage","Abstract","Old",1,654.347274890646
"13","sub-001",74,"Success","Abstract","New",1,336.055987774603
"37","sub-001",75,"Tree","Abstract","Old",1,936.636508476519
"47","sub-001",76,"Beach","Abstract","New",0,545.916523498569
"33","sub-001",77,"Road","Abstract","Old",1,451.423612577614
"69","sub-001",78,"Gratitude","Concrete","Old",1,743.877432721408
"16","sub-001",79,"Integrity","Abstract","New",1,323.901863423145
"87","sub-001",80,"Tree","Concrete","Old",1,771.712671366793
"31","sub-001",81,"Window","Abstract","New",1,715.916801815171
"7","sub-001",82,"Respect","Abstract","New",1,708.255261052042
"97","sub-001",83,"Beach","Concrete","New",0,187.100598349934
"18","sub-001",84,"Knowledge","Abstract","Old",1,297.715881675024
"10","sub-001",85,"Trust","Abstract","New",1,342.69939060126
"30","sub-001",86,"Table","Abstract","New",1,896.05564093791
"4","sub-001",87,"Faith","Abstract","Old",1,368.621623734876
"25","sub-001",88,"Hope","Abstract","New",1,557.494130600857
"96","sub-001",89,"Hospital","Concrete","New",0,935.852440328182
"75","sub-001",90,"Hope","Concrete","New",1,477.87304437589
"21","sub-001",91,"Loyalty","Abstract","Old",1,738.125295287484
"36","sub-001",92,"Chair","Abstract","New",1,358.389084366092
"90","sub-001",93,"Park","Concrete","New",0,451.205451065941
"74","sub-001",94,"Humility","Concrete","Old",1,653.311289749625
"41","sub-001",95,"Dog","Abstract","Old",1,370.584841651796
"83","sub-001",96,"Road","Concrete","Old",1,198.458557975524
"79","sub-001",97,"School","Concrete","New",1,276.759965297397
"19","sub-001",98,"Gratitude","Abstract","Old",1,540.695015447404
"48","sub-001",99,"Computer","Abstract","New",0,473.824094079183
"35","sub-001",100,"Mountain","Abstract","Old",1,490.281063097849
