"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"723","sub-004",36,"Determination","Concrete","New",1,723.347371696435
"603","sub-004",37,"Happiness","Concrete","Old",1,778.866880683369
"633","sub-004",38,"Integrity","Concrete","New",1,511.238263129923
"914","sub-004",39,"Faith","Abstract","Old",1,732.748510210133
"133","sub-004",40,"Integrity","Abstract","New",1,565.084220110807
"414","sub-004",41,"Beach","Abstract","Old",1,612.22121668724
"433","sub-004",42,"Book","Abstract","New",1,376.462151287536
"315","sub-004",43,"Gratitude","Abstract","Old",1,285.69953146731
"283","sub-004",44,"Chair","Abstract","Old",1,639.726364949724
"623","sub-004",45,"Loyalty","Concrete","Old",1,445.592991119035
"515","sub-004",46,"Freedom","Abstract","New",1,466.635549547007
"533","sub-004",47,"Gratitude","Concrete","Old",1,1009.15436756976
"293","sub-004",48,"Dog","Abstract","New",1,507.696317450304
"333","sub-004",49,"Camera","Abstract","New",1,271.662525346801
"563","sub-004",50,"Humility","Concrete","New",1,531.569989557355
"703","sub-004",51,"Knowledge","Concrete","Old",1,250.504580125341
"853","sub-004",52,"Park","Concrete","Old",1,665.541653395572
"793","sub-004",53,"Dog","Concrete","New",1,538.390815292588
"103","sub-004",54,"Happiness","Abstract","Old",1,246.711356023623
"393","sub-004",55,"Tree","Abstract","Old",1,859.654526220256
"553","sub-004",56,"Freedom","Concrete","New",1,671.749477637908
"863","sub-004",57,"Road","Concrete","Old",1,411.553817473027
"383","sub-004",58,"Boat","Abstract","New",1,381.918881742359
"715","sub-004",59,"Honesty","Concrete","Old",1,703.751791559043
"353","sub-004",60,"Park","Abstract","Old",1,411.503552082964
"503","sub-004",61,"Mountain","Abstract","New",1,410.207348890937
"253","sub-004",62,"Creativity","Abstract","New",1,556.595319325192
"473","sub-004",63,"Window","Abstract","New",1,553.054731055092
"233","sub-004",64,"Trust","Abstract","Old",1,526.495228810299
"363","sub-004",65,"Road","Abstract","Old",1,481.80395060588
"733","sub-004",66,"Trust","Concrete","Old",1,895.991699174
"543","sub-004",67,"Courage","Concrete","Old",1,550.639763031558
"814","sub-004",68,"Respect","Abstract","New",1,923.885054672416
"803","sub-004",69,"Garden","Concrete","New",1,504.070500672351
"583","sub-004",70,"Respect","Concrete","New",1,456.847000365947
"493","sub-004",71,"Lamp","Abstract","Old",1,491.952786951763
"963","sub-004",72,"Train","Concrete","Old",0,733.230172728306
"615","sub-004",73,"Success","Concrete","New",1,670.271412136184
"243","sub-004",74,"Hope","Abstract","New",1,710.1959873682
"653","sub-004",75,"Wisdom","Concrete","Old",1,717.710344706949
"403","sub-004",76,"Shoe","Abstract","Old",1,634.367822189602
"693","sub-004",77,"Ambition","Concrete","New",1,313.962380327701
"643","sub-004",78,"Justice","Concrete","Old",1,200.155833308173
"903","sub-004",79,"Shoe","Concrete","Old",1,433.289400668325
"415","sub-004",80,"Courage","Abstract","Old",1,581.772144621326
"983","sub-004",81,"Car","Concrete","New",0,715.707751433646
"915","sub-004",82,"Beach","Concrete","Old",1,256.839403713578
"673","sub-004",83,"Peace","Concrete","New",1,187.792253462489
"783","sub-004",84,"Chair","Concrete","Old",1,450.187098990685
"273","sub-004",85,"River","Abstract","New",1,604.429229419405
"893","sub-004",86,"Tree","Concrete","Old",1,339.833880845848
"523","sub-004",87,"Love","Concrete","Old",1,285.481812229374
"743","sub-004",88,"Hope","Concrete","New",1,590.034548175595
"773","sub-004",89,"River","Concrete","New",1,351.222120585258
"373","sub-004",90,"Hospital","Abstract","New",1,316.84898748337
"815","sub-004",91,"School","Concrete","Old",1,648.829213192116
"953","sub-004",92,"Computer","Concrete","Old",0,201.021137886732
"303","sub-004",93,"Garden","Abstract","New",1,499.364475185565
"343","sub-004",94,"Bridge","Abstract","New",1,402.737967152684
"443","sub-004",95,"House","Abstract","New",1,441.623156453308
"883","sub-004",96,"Boat","Concrete","New",1,287.973351376815
"173","sub-004",97,"Peace","Abstract","New",1,279.749762058963
"753","sub-004",98,"Creativity","Concrete","New",1,125.450044251395
"463","sub-004",99,"Train","Abstract","Old",1,577.58485143433
"183","sub-004",100,"Compassion","Abstract","New",1,809.671701149264
