"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"2214","sub-013",69,"Compassion","Abstract","New",1,668.76798886149
"9812","sub-013",70,"River","Concrete","New",0,359.49159692914
"8512","sub-013",71,"Park","Concrete","Old",1,563.234821642034
"9612","sub-013",72,"Beach","Concrete","Old",0,223.94894804848
"5612","sub-013",73,"Success","Concrete","Old",1,464.11782423539
"7012","sub-013",74,"Happiness","Concrete","New",1,434.81411198734
"9012","sub-013",75,"Train","Concrete","Old",0,636.418106083656
"160","sub-013",76,"Wisdom","Abstract","New",1,832.381023789806
"960","sub-013",77,"Hope","Abstract","Old",1,654.042681074256
"7712","sub-013",78,"Dog","Concrete","New",1,622.97720292412
"6512","sub-013",79,"Peace","Concrete","New",1,530.08323062358
"9412","sub-013",80,"Road","Concrete","Old",0,335.753461002176
"1012","sub-013",81,"Courage","Abstract","Old",1,664.252946194889
"5912","sub-013",82,"Hope","Concrete","Old",1,228.6697052964
"8312","sub-013",83,"Garden","Concrete","New",1,203.22385492191
"770","sub-013",84,"Determination","Abstract","Old",1,701.494337236935
"1214","sub-013",85,"Friendship","Abstract","Old",1,678.559793148733
"7116","sub-013",86,"Respect","Concrete","Old",1,325.687613107701
"9712","sub-013",87,"Tree","Concrete","Old",0,577.632141018652
"8214","sub-013",88,"Shoe","Concrete","Old",1,438.060740320295
"370","sub-013",89,"Trust","Abstract","Old",1,396.792526004718
"5213","sub-013",90,"Love","Concrete","New",1,640.695263942246
"2412","sub-013",91,"Integrity","Abstract","New",1,619.877320090595
"7512","sub-013",92,"Justice","Concrete","New",1,285.591965851298
"4512","sub-013",93,"Chair","Abstract","New",1,705.376849033339
"3512","sub-013",94,"Park","Abstract","Old",1,905.578064816652
"3312","sub-013",95,"Garden","Abstract","New",1,336.988710522602
"4116","sub-013",96,"Mountain","Abstract","New",1,715.616220556541
"2612","sub-013",97,"School","Abstract","New",1,268.499900996713
"7812","sub-013",98,"Computer","Concrete","New",1,409.640137340265
"4612","sub-013",99,"Beach","Abstract","Old",1,548.985999391761
"2116","sub-013",100,"Respect","Abstract","Old",1,726.882182101196
