"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"7614","sub-015",32,"Mountain","Concrete","New",1,268.214235672872
"10014","sub-015",33,"Dog","Concrete","Old",0,872.411660948279
"2514","sub-015",34,"Honesty","Abstract","New",1,415.427264211429
"9216","sub-015",35,"Camera","Concrete","New",0,377.705224346228
"7014","sub-015",36,"Knowledge","Concrete","New",1,674.712618829141
"5914","sub-015",37,"Compassion","Concrete","Old",1,357.785294428671
"5414","sub-015",38,"Success","Concrete","New",1,254.079550724822
"1118","sub-015",39,"Hope","Abstract","New",1,301.62442999759
"8514","sub-015",40,"Bridge","Concrete","New",1,365.199051017303
"7118","sub-015",41,"Wisdom","Concrete","New",1,593.132332607306
"1914","sub-015",42,"Freedom","Abstract","New",1,790.892363360509
"8814","sub-015",43,"Boat","Concrete","New",1,541.170754963236
"2714","sub-015",44,"Computer","Abstract","New",1,157.285766430824
"9314","sub-015",45,"Chair","Concrete","Old",0,363.815173138973
"2314","sub-015",46,"Gratitude","Abstract","New",1,730.352053584038
"1714","sub-015",47,"Faith","Abstract","Old",1,398.389627581025
"9714","sub-015",48,"Garden","Concrete","New",0,436.092573047472
"6314","sub-015",49,"Patience","Concrete","New",1,560.700120231883
"9118","sub-015",50,"Hospital","Concrete","New",0,840.353368119106
"1314","sub-015",51,"Patience","Abstract","New",1,427.87410031762
"4814","sub-015",52,"River","Abstract","Old",1,594.363505277614
"3614","sub-015",53,"Road","Abstract","New",1,526.41373447197
"180","sub-015",54,"Creativity","Abstract","Old",1,757.840221558253
"3014","sub-015",55,"Shoe","Abstract","Old",1,226.490774515853
"7814","sub-015",56,"Car","Concrete","Old",1,162.798622192879
"2814","sub-015",57,"Car","Abstract","Old",1,269.421399804629
"3814","sub-015",58,"Boat","Abstract","New",1,378.647017118503
"7714","sub-015",59,"Computer","Concrete","New",1,264.317675618851
"980","sub-015",60,"Compassion","Abstract","Old",1,477.056871368566
"3414","sub-015",61,"House","Abstract","Old",1,412.142437610986
"5314","sub-015",62,"Friendship","Concrete","New",1,379.400712571296
"2216","sub-015",63,"Ambition","Abstract","New",1,342.046564203745
"280","sub-015",64,"Love","Abstract","New",1,672.379249965691
"9014","sub-015",65,"Book","Concrete","Old",0,798.128468918617
"6014","sub-015",66,"Loyalty","Concrete","Old",1,707.096612317261
"5514","sub-015",67,"Courage","Concrete","New",1,357.597377473082
"8014","sub-015",68,"Shoe","Concrete","Old",1,625.906915694108
"9914","sub-015",69,"Phone","Concrete","New",0,698.176503686042
"3714","sub-015",70,"Beach","Abstract","Old",1,602.084201346995
"6914","sub-015",71,"Freedom","Concrete","New",1,707.212939201739
"8414","sub-015",72,"House","Concrete","Old",1,314.915624006338
"5614","sub-015",73,"Trust","Concrete","Old",1,657.36578648818
"2414","sub-015",74,"Happiness","Abstract","Old",1,449.615119395125
"5714","sub-015",75,"Justice","Concrete","New",1,178.405510014403
"480","sub-015",76,"Success","Abstract","New",1,612.175099931446
"880","sub-015",77,"Determination","Abstract","Old",1,656.358962241042
"4914","sub-015",78,"Phone","Abstract","New",1,332.050516657387
"590","sub-015",79,"Courage","Abstract","New",1,315.986518911289
"4315","sub-015",80,"Chair","Abstract","Old",1,783.535701384375
"8118","sub-015",81,"Window","Concrete","Old",1,201.406724351704
"3215","sub-015",82,"Train","Abstract","Old",1,488.301628101255
"1414","sub-015",83,"Respect","Abstract","Old",1,395.893483017301
"3118","sub-015",84,"Window","Abstract","Old",1,567.886183092733
"4514","sub-015",85,"Tree","Abstract","New",1,429.401674944151
"1216","sub-015",86,"Humility","Abstract","New",1,1001.78591914117
"9414","sub-015",87,"Apple","Concrete","Old",0,230.260155188796
"1814","sub-015",88,"Integrity","Abstract","Old",1,368.335175968897
"3914","sub-015",89,"Table","Abstract","New",1,731.122991260928
"6216","sub-015",90,"Humility","Concrete","New",1,534.523181061087
"2914","sub-015",91,"School","Abstract","Old",1,629.026575582951
"1614","sub-015",92,"Generosity","Abstract","Old",1,473.580003808027
"680","sub-015",93,"Trust","Abstract","Old",1,688.189983101966
"7914","sub-015",94,"School","Concrete","Old",1,889.009968204464
"9514","sub-015",95,"Tree","Concrete","New",0,483.68243374175
"7514","sub-015",96,"Honesty","Concrete","New",1,226.923406248227
"6118","sub-015",97,"Hope","Concrete","New",1,537.63483798973
"8216","sub-015",98,"Train","Concrete","Old",1,689.494999446099
"4414","sub-015",99,"Apple","Abstract","Old",1,378.89540987452
"4215","sub-015",100,"Camera","Abstract","New",1,737.620442550918
