"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"9715","sub-016",69,"House","Concrete","New",0,554.039353620804
"8915","sub-016",70,"Beach","Concrete","New",1,567.997447022123
"5015","sub-016",71,"Phone","Abstract","Old",1,547.012708332697
"9615","sub-016",72,"Mountain","Concrete","Old",0,326.656986820958
"8815","sub-016",73,"Window","Concrete","New",1,280.744883392013
"2119","sub-016",74,"Hope","Abstract","New",1,331.771827297806
"9515","sub-016",75,"River","Concrete","New",0,503.34331798772
"8415","sub-016",76,"Car","Concrete","Old",1,721.272509155875
"3915","sub-016",77,"Beach","Abstract","New",1,498.317151369556
"5100","sub-016",78,"Respect","Abstract","Old",1,464.387708189649
"9217","sub-016",79,"School","Concrete","Old",0,211.153340407807
"3100","sub-016",80,"Knowledge","Abstract","New",1,500.736349914825
"2915","sub-016",81,"Boat","Abstract","New",1,298.599507406373
"6715","sub-016",82,"Creativity","Concrete","New",1,571.128638665602
"7415","sub-016",83,"Faith","Concrete","New",1,383.994230414324
"3216","sub-016",84,"Book","Abstract","New",1,516.882417753353
"1015","sub-016",85,"Gratitude","Abstract","Old",1,751.946646852438
"1315","sub-016",86,"Generosity","Abstract","Old",1,681.179280793706
"2515","sub-016",87,"Love","Abstract","New",1,137.526192329194
"4515","sub-016",88,"River","Abstract","New",1,583.26093527388
"4615","sub-016",89,"Mountain","Abstract","Old",1,445.960171475148
"5615","sub-016",90,"Courage","Concrete","New",1,349.46505551284
"2415","sub-016",91,"Faith","Abstract","New",1,422.085094224311
"7100","sub-016",92,"Peace","Abstract","Old",1,680.773929330729
"9315","sub-016",93,"Bridge","Concrete","New",0,877.696127716738
"5119","sub-016",94,"Humility","Concrete","New",1,513.023768070261
"4119","sub-016",95,"Tree","Abstract","New",1,637.118873887353
"7216","sub-016",96,"Success","Concrete","New",1,721.658718866207
"7815","sub-016",97,"Shoe","Concrete","New",1,771.305304021639
"4216","sub-016",98,"School","Abstract","Old",1,467.317989506042
"6515","sub-016",99,"Freedom","Concrete","Old",1,337.174293044241
"7615","sub-016",100,"Apple","Concrete","New",1,306.703791043142
