"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"7318","sub-019",49,"Faith","Concrete","Old",1,362.973325443012
"5618","sub-019",50,"Peace","Concrete","New",1,488.991620135558
"10018","sub-019",51,"Window","Concrete","New",0,775.31533512247
"8918","sub-019",52,"Garden","Concrete","New",1,391.692350934797
"7618","sub-019",53,"Park","Concrete","New",1,515.375600246944
"4122","sub-019",54,"Train","Abstract","Old",1,368.556980685245
"6102","sub-019",55,"Peace","Abstract","New",1,510.450258226944
"5122","sub-019",56,"Success","Concrete","New",1,576.297730439187
"5018","sub-019",57,"Window","Abstract","New",0,317.56004628367
"7418","sub-019",58,"Knowledge","Concrete","New",1,506.34202302961
"2102","sub-019",59,"Loyalty","Abstract","New",1,530.495192178615
"9918","sub-019",60,"Car","Concrete","New",0,491.182354856321
"7103","sub-019",61,"Honesty","Abstract","New",1,734.229321906295
"1918","sub-019",62,"Humility","Abstract","Old",1,542.788452772568
"2618","sub-019",63,"Park","Abstract","New",1,437.443097479298
"7219","sub-019",64,"Creativity","Concrete","Old",1,615.513670024455
"7122","sub-019",65,"Generosity","Concrete","New",1,162.910670609828
"4418","sub-019",66,"Mountain","Abstract","New",1,500.216289050693
"7918","sub-019",67,"Tree","Concrete","Old",1,360.077282586036
"9018","sub-019",68,"Bridge","Concrete","New",1,292.651813580181
"1122","sub-019",69,"Patience","Abstract","Old",1,639.506548809912
"1220","sub-019",70,"Gratitude","Abstract","Old",1,763.642081397834
"6918","sub-019",71,"Humility","Concrete","Old",1,343.35668585089
"4102","sub-019",72,"Freedom","Abstract","Old",1,493.11959059448
"3219","sub-019",73,"Dog","Abstract","New",1,666.146385582506
"4718","sub-019",74,"Boat","Abstract","Old",1,595.293676397898
"4518","sub-019",75,"Computer","Abstract","New",1,621.954110975055
"2018","sub-019",76,"Justice","Abstract","Old",1,769.403137268282
"9818","sub-019",77,"Chair","Concrete","New",0,611.924322745925
"8220","sub-019",78,"Dog","Concrete","New",1,576.910860193278
"5418","sub-019",79,"Freedom","Concrete","Old",1,542.981908720599
"9518","sub-019",80,"Computer","Concrete","New",0,127.91955193739
"2122","sub-019",81,"Generosity","Abstract","New",1,637.252794692314
"2418","sub-019",82,"Knowledge","Abstract","New",1,377.604552830599
"5318","sub-019",83,"Ambition","Concrete","Old",1,1037.39405046405
"1718","sub-019",84,"Compassion","Abstract","Old",1,566.23972230905
"9318","sub-019",85,"Lamp","Concrete","Old",0,-62.5153787211299
"2518","sub-019",86,"Respect","Abstract","New",1,455.757875501978
"1102","sub-019",87,"Success","Abstract","New",1,306.88124480275
"8018","sub-019",88,"Book","Concrete","New",1,769.465235584492
"4319","sub-019",89,"Lamp","Abstract","Old",1,538.564065381718
"5918","sub-019",90,"Hope","Concrete","New",1,36.9121718709517
"3318","sub-019",91,"Camera","Abstract","Old",1,883.536827007606
"3518","sub-019",92,"Beach","Abstract","New",1,935.266673363628
"8618","sub-019",93,"Shoe","Concrete","New",1,748.839162303094
"6018","sub-019",94,"Integrity","Concrete","Old",1,405.864791156411
"8818","sub-019",95,"School","Concrete","New",1,335.883886674821
"7518","sub-019",96,"Respect","Concrete","New",1,767.563915550015
"3018","sub-019",97,"Book","Abstract","New",1,446.642600762438
"4219","sub-019",98,"House","Abstract","Old",1,643.727547587373
"6618","sub-019",99,"Friendship","Concrete","New",1,165.927140930405
"2318","sub-019",100,"Faith","Abstract","Old",1,616.941932888242
