"","Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"2213","sub-012",48,"Loyalty","Abstract","Old",1,424.460502463757
"9115","sub-012",49,"Garden","Concrete","Old",0,479.859143447314
"2911","sub-012",50,"School","Abstract","Old",1,565.021097456026
"7411","sub-012",51,"Courage","Concrete","New",1,526.386960060259
"8711","sub-012",52,"Phone","Concrete","Old",1,663.479151944034
"2311","sub-012",53,"Generosity","Abstract","New",1,436.951373683202
"9611","sub-012",54,"Camera","Concrete","Old",0,464.783608872304
"6911","sub-012",55,"Integrity","Concrete","Old",1,300.854353318118
"4811","sub-012",56,"House","Abstract","Old",1,378.896814398541
"5311","sub-012",57,"Ambition","Concrete","New",1,619.030691265208
"150","sub-012",58,"Patience","Abstract","Old",1,620.670942702313
"1711","sub-012",59,"Success","Abstract","Old",1,240.540259019012
"5115","sub-012",60,"Patience","Concrete","Old",1,430.705799708927
"7911","sub-012",61,"School","Concrete","Old",1,427.525694952272
"1911","sub-012",62,"Integrity","Abstract","Old",1,825.448849475572
"5411","sub-012",63,"Respect","Concrete","New",1,587.756339273778
"3711","sub-012",64,"Phone","Abstract","Old",1,228.06338495272
"8115","sub-012",65,"Computer","Concrete","Old",1,626.205656180234
"5212","sub-012",66,"Gratitude","Concrete","Old",1,138.767686086055
"9711","sub-012",67,"Bridge","Concrete","New",0,719.45806677008
"950","sub-012",68,"Determination","Abstract","New",1,655.705296911167
"2011","sub-012",69,"Humility","Abstract","Old",1,269.928948838907
"9311","sub-012",70,"Mountain","Concrete","New",0,535.991698876191
"450","sub-012",71,"Respect","Abstract","New",1,1143.92765760996
"1011","sub-012",72,"Happiness","Abstract","Old",1,451.99134490562
"3212","sub-012",73,"Apple","Abstract","New",1,958.441798143
"1611","sub-012",74,"Wisdom","Abstract","New",1,856.990061313969
"8811","sub-012",75,"Window","Concrete","Old",1,444.269760153462
"1213","sub-012",76,"Peace","Abstract","New",1,460.654581592422
"8611","sub-012",77,"Chair","Concrete","Old",1,516.764163057833
"1511","sub-012",78,"Freedom","Abstract","New",1,389.116497662184
"8911","sub-012",79,"Dog","Concrete","New",0,433.276973855268
"4711","sub-012",80,"Bridge","Abstract","New",1,508.212042742116
"760","sub-012",81,"Compassion","Abstract","Old",1,331.375264120215
"1411","sub-012",82,"Justice","Abstract","New",1,504.698441943483
"6311","sub-012",83,"Friendship","Concrete","New",1,531.268170554852
"4312","sub-012",84,"Mountain","Abstract","New",1,374.772035789101
"7115","sub-012",85,"Creativity","Concrete","New",1,127.189958784731
"7711","sub-012",86,"Table","Concrete","New",1,298.287684050309
"3411","sub-012",87,"Lamp","Abstract","New",1,517.170145100303
"650","sub-012",88,"Trust","Abstract","Old",1,546.664422930256
"6115","sub-012",89,"Hope","Concrete","New",1,545.078399412793
"5911","sub-012",90,"Determination","Concrete","New",1,605.994397233556
"10011","sub-012",91,"River","Concrete","New",0,508.523632860149
"5011","sub-012",92,"River","Abstract","New",0,353.293590316478
"3911","sub-012",93,"Dog","Abstract","New",1,887.347495295124
"8311","sub-012",94,"Road","Concrete","New",1,483.988146138978
"7811","sub-012",95,"Park","Concrete","New",1,360.464774351255
"2115","sub-012",96,"Creativity","Abstract","New",1,782.49740890488
"9511","sub-012",97,"Beach","Concrete","New",0,134.015942655246
"3311","sub-012",98,"Road","Abstract","New",1,533.762377449497
"7011","sub-012",99,"Humility","Concrete","Old",1,437.298034541267
"6811","sub-012",100,"Honesty","Concrete","Old",1,458.842408238832
